№ вагона;Собственник вагона;аренда;куда в ремонт;рамы;КП;Ст. отправления;Дорога отпр;Грузоотправитель (факт);Ст. назначения;Дорога назн;Грузополучатель (факт);Ст. операции;Дорога операции;Груз;Вес;№ накладной;Дата отправки вагона;Дата операции;Дата прибытия;Дата прибытия ПЛАН;срок доставки ЭТРАН
95120275;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЧЕРНЯХОВСК;КЛГ;;ЧЕРНЯХОВСК;КЛГ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ471652;16.05.2019;21.05.2019;20.05.2019;27.06.2019;20.05.2019
95875076;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;ПОПЕЛЬНЯ;ЮЗП;;СМОРГОНЬ;БЕЛ;;МОЛОДЕЧНО;БЕЛ;ЗЕРНО БОБОВ;70;;;22.05.2019;;;
95038022;116м3;#N/A;#N/A;#N/A;норм;ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;70;27182585;13.05.2019;21.05.2019;21.05.2019;24.05.2019;24.05.2019
95046389;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";СЫЛВА;СВР;"АО "" ПРОДО Птицефабрика Пермская""";КЯНА;ЛИТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27236933;21.05.2019;22.05.2019;;03.06.2019;06.06.2019
95138541;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;СЕРЕБРЯНЫЕ ПРУДЫ;МСК;"ООО ""БАЛТСЕРВИС""";ИЗМАЛКОВО;МСК;"ООО ""БАЛТСЕРВИС""";ИЗМАЛКОВО;МСК;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ041442;07.05.2019;21.05.2019;21.05.2019;01.06.2019;17.05.2019
95122289;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЯНГИЮЛЬ;УЗБ;"ФХ ""QIZIRIQ PARRANDA LTD""";ПЛЕС;ПРВ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;70;27220256;17.05.2019;22.05.2019;;01.06.2019;11.06.2019
95132411;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ДАВЛЕКАНОВО;КБШ;Общество с ограниченной ответственностью «Давлекановский комбинат хлебопродуктов №1»;КАЙШЯДОРИС;ЛИТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;69;27239428;21.05.2019;22.05.2019;;01.06.2019;06.06.2019
95875308;СТА 116м3;КВСЗ 1 партия;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;ИЧНЯ;ЮЖН;;ИЧНЯ;ЮЖН;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;19.05.2019;;;
95171468;116м3;#N/A;#N/A;#N/A;норм;СМОРГОНЬ;БЕЛ;;ШИПОВКА;КЛГ;;ШИПОВКА;КЛГ;ОТХОДЫ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;63;;;05.05.2019;;06.05.2019;
95131801;116м3;#N/A;Черняховск;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЧЕРНЯХОВСК;КЛГ;;ШИПОВКА;КЛГ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ689912;22.05.2019;22.05.2019;;02.07.2019;26.05.2019
95037958;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АБРАМОВКА;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;68;27182956;15.05.2019;21.05.2019;21.05.2019;;26.05.2019
95136503;116м3;#N/A;#N/A;#N/A;норм;КИРСАНОВ;ЮВС;"Общество с ограниченной ответственностью ""Кристалл""";ЛИЕПАЯ (ЭКСП.);ЛАТ;;РУСАНОВО;ОКТ;ЖОМ (ВЫЖИМКИ, МЕЗГА) СВЕКЛОВИЧНЫЙ;68;27221164;17.05.2019;22.05.2019;;25.05.2019;27.05.2019
95172185;116м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ЧЕРНЯХОВСК;КЛГ;"ООО ""БАЛТСЕРВИС""";ОЖЕРЕЛЬЕ;МСК;"ООО ""Каширский вагоноремонтный завод ""Новотранс""";ОРША-ЦЕНТРАЛЬНАЯ;БЕЛ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;27134005;27.04.2019;03.05.2019;05.05.2019;28.04.2019;05.05.2019
95173605;116м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЧЕРНЯХОВСК;КЛГ;;ЧЕРНЯХОВСК;КЛГ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭИ806616;02.05.2019;22.05.2019;02.05.2019;12.06.2019;06.05.2019
